fn (Packet),func_328_a,hp (Packet),func_66_a,writePacket,"Writes a packet, prefixed by its ID, to the data stream."
fn (Packet),func_329_a,hp (Packet),func_71_a,getPacketSize,Abstract. Return the size of the packet (not counting the header).
fr (GameSettings),func_1041_b,,*,saveOptions,Saves the options to the options file.
fr (GameSettings),func_1042_a,,*,setKeyBinding,Sets a key binding.
fr (GameSettings),func_1043_a,,*,getKeyBinding,Gets a key binding.
fr (GameSettings),func_1044_a,,*,loadOptions,Loads the options from the options file.
fr (GameSettings),func_1045_b,,*,setOptionValue,"For non-float options. Toggles the option on/off, or cycles through the list i.e. render distances."
fr (GameSettings),func_1046_b,,*,getOptionControlType,Returns 1 if the option is controlled by a button and 0 if controlled by a slider.
fr (GameSettings),func_1047_d,,*,getOptionDisplayString,The string that appears inside the button/slider in the options menu.
fr (GameSettings),func_1048_a,,*,setOptionFloatValue,"If the specified option is controlled by a slider (float value), this will set the float value."
fr (GameSettings),func_1049_c,,*,getOptionFloatValue,"If the specified option is controlled by a slider (float value), this will return the float value. Otherwise it returns 0.0f."
fr (GameSettings),func_1050_a,,*,parseFloat_00,Parses a string into a float.
,func_6519_a,,*,loadOptions,"Loads the options from the options file. It appears that this has replaced the previous ""loadOptions""."
fx (Path),func_1033_a,,func_412_a,sortBack,Sorts a point to the left
fx (Path),func_1034_a,,func_413_a,addPoint,Adds a point to the path
fx (Path),func_1035_a,,func_414_a,changeDistance,Changes the provided point's distance to target
fx (Path),func_1036_b,,func_415_b,dequeue,Returns and removes the first point in the path
fx (Path),func_1037_b,,func_416_b,sortForward,Sorts a point to the right
fx (Path),func_1038_a,,func_417_a,clearPath,Clears the path
fx (Path),func_1039_c,,func_418_c,isPathEmpty,Returns true if this path contains no points
ga (Chunk),func_994_a,,func_329_a,getEntitiesWithinAABBForEntity,"Fills the given list of all entities that intersect within the given bounding box that aren't the passed entity  Args: entity, aabb, listToFill"
ga (Chunk),func_999_b,,func_337_b,getHeightValue,"Returns the value in the height map at this x, z coordinate in the chunk"
ga (Chunk),func_1000_a,,func_335_a,addEntity,Adds an entity to the chunk. Args: entity
ga (Chunk),func_1007_c,,func_343_c,canBlockSeeTheSky,Returns whether is not a block above this one blocking sight to the sky (done via checking against the heightmap)
ga (Chunk),func_1008_a,,func_344_a,getBlockID,Return the ID of a block in the chunk.
ga (Chunk),func_1009_b,,func_345_b,setBlockMetadata,Set the metadata of a block in the chunk
ga (Chunk),func_1010_a,,func_346_a,setBlockIDWithMetadata,"Sets a blockID of a position within a chunk with metadata. Args: x, y, z, blockID, metadata"
ga (Chunk),func_1011_a,,func_330_a,setLightValue,"Sets the light value at the coordinate.  If enumskyblock is set to sky it sets it in the skylightmap and if its a block then into the blocklightmap.  Args enumSkyBlock, x, y, z, lightValue"
ga (Chunk),func_1013_a,,func_342_a,getEntitiesOfTypeWithinAAAB,"Gets all entities that can be assigned to the specified class. Args: entityClass, aabb, listToFill"
ga (Chunk),func_1018_b,,*,generateHeightMap,Generates the height map for a chunk from scratch
ga (Chunk),func_1019_c,,func_354_c,getBlockLightValue,Gets the amount of light on a block taking into account sunlight
ga (Chunk),func_1021_b,,func_356_b,getBlockMetadata,Return the metadata corresponding to the given coordinates inside a chunk.
ga (Chunk),func_1022_a,,func_357_a,setBlockID,"Sets a blockID for a position in the chunk. Args: x, y, z, blockID"
ga (Chunk),func_1025_a,,func_341_a,getSavedLightValue,Gets the amount of light saved in this block (doesn't adjust for daylight)
gb (Material),func_876_e,,func_214_e,getBurning,Returns if the block can burn or not.
gb (Material),func_877_f,,func_215_f,setBurning,Set the canBurn bool to True and return the current object.
gb (Material),func_879_d,,func_217_d,getIsLiquid,Returns if blocks of these materials are liquids.
gb (Material),func_881_b,,func_219_b,getCanBlockGrass,Will prevent grass from growing on dirt underneath and kill any grass below it if it returns true
ge (EntityLiving),func_413_f,is (EntityLiving),func_135_f,getSoundVolume,Returns the volume for the sounds this mob makes.
ge (EntityLiving),func_414_d,is (EntityLiving),func_136_d,getHurtSound,Returns the sound this mob makes when it is hurt.
ge (EntityLiving),func_419_b,is (EntityLiving),func_142_f,onDeath,Called when the mob's health reaches 0.
ge (EntityLiving),func_422_g,is (EntityLiving),func_149_g,getDropItemId,Returns the item ID for the item the mob drops on death.
ge (EntityLiving),func_423_c,is (EntityLiving),func_150_c,getLivingSound,Returns the sound this mob makes while it's alive.
ge (EntityLiving),func_425_j,is (EntityLiving),func_153_y,onLivingUpdate,"Called frequently so the entity can update its state every tick as required. For example, zombies and skeletons use this to react to sunlight and start to burn."
ge (EntityLiving),func_428_e,is (EntityLiving),func_151_e,getDeathSound,Returns the sound this mob makes on death.
ge (EntityLiving),func_432_b,is (EntityLiving),func_137_a,heal,Heal living entity (param: amount of half-hearts)
ge (EntityLiving),func_433_a,is (EntityLiving),func_155_a,getCanSpawnHere,Checks if the entity's current position is a valid location to spawn this entity.
gy (NetClientHandler),func_849_b,,*,disconnect,Disconnects the network connection.
hd (BlockCrops),func_270_i,m (BlockCrops),func_278_h,getGrowthRate,"Gets the growth rate for the crop. Setup to encourage rows by halving growth rate if there is diagonals, crops on different sides that aren't opposing, and by adding growth for every crop next to this one (and for crop below this one). Args: x, y, z"
hm (NBTTagCompound),func_743_k,,func_397_j,getCompoundTag,"Retrieves a NBTTagCompound subtag matching the specified key, or a new empty NBTTagCompound if no such key was stored."
hm (NBTTagCompound),func_744_a,,func_390_a,setFloat,Stores a new NBTTagFloat with the given float value into the map with the given string key.
hm (NBTTagCompound),func_745_d,,func_406_c,getShort,"Retrieves a short value using the specified key, or 0 if no such key was stored."
hm (NBTTagCompound),func_746_c,,func_408_b,getByte,"Retrieves a byte value using the specified key, or 0 if no such key was stored."
hm (NBTTagCompound),func_747_a,,func_391_a,setByteArray,Stores a new NBTTagByteArray with the given array as data into the map with the given string key.
hm (NBTTagCompound),func_748_a,,func_393_a,setBoolean,"Stores the given boolean value as a NBTTagByte, storing 1 for true and 0 for false, using the given string key."
hm (NBTTagCompound),func_749_a,,func_394_a,setShort,Stores a new NBTTagShort with the given short value into the map with the given string key.
hm (NBTTagCompound),func_750_a,,func_396_a,setLong,Stores a new NBTTagLong with the given long value into the map with the given string key.
hm (NBTTagCompound),func_751_b,,func_410_a,hasKey,Returns whether the given string has been previously stored as a key in the map.
hm (NBTTagCompound),func_752_g,,func_389_f,getFloat,"Retrieves a float value using the specified key, or 0 if no such key was stored."
hm (NBTTagCompound),func_753_l,,func_407_k,getTagList,"Retrieves a NBTTagList subtag matching the specified key, or a new empty NBTTagList if no such key was stored."
hm (NBTTagCompound),func_754_a,,func_403_a,setString,Stores a new NBTTagString with the given string value into the map with the given string key.
hm (NBTTagCompound),func_755_i,,func_401_h,getString,"Retrieves a string value using the specified key, or an empty string if no such key was stored."
hm (NBTTagCompound),func_756_e,,func_395_d,getInteger,"Retrieves an integer value using the specified key, or 0 if no such key was stored."
hm (NBTTagCompound),func_757_h,,func_398_g,getDouble,"Retrieves a double value using the specified key, or 0 if no such key was stored."
hm (NBTTagCompound),func_758_a,,func_405_a,setInteger,Stores a new NBTTagInt with the given integer value into the map with the given string key.
hm (NBTTagCompound),func_759_j,,func_400_i,getByteArray,"Retrieves a byte array using the specified key, or a zero-length array if no such key was stored."
hm (NBTTagCompound),func_760_m,,func_402_l,getBoolean,"Retrieves a boolean value using the specified key, or false if no such key was stored. This uses the getByte method."
hm (NBTTagCompound),func_761_a,,func_409_a,setByte,Stores a new NBTTagByte with the given byte value into the map with the given string key.
hm (NBTTagCompound),func_762_a,,func_399_a,setTag,Stores the given tag into the map with the given string key. This is mostly used to store tag lists.
hm (NBTTagCompound),func_763_a,,func_392_a,setCompoundTag,Stores the given NBTTagCompound into the map with the given string key.
hm (NBTTagCompound),func_764_f,,func_404_e,getLong,"Retrieves a long value using the specified key, or 0 if no such key was stored."
hm (NBTTagCompound),func_765_a,,func_411_a,setDouble,Stores a new NBTTagDouble with the given double value into the map with the given string key.
ib (GuiDeleteWorld),func_584_c,,*,selectWorld,Gets the selected world.
ib (GuiDeleteWorld),func_585_j,,*,initGui2,"Adds the ""delete world"" and ""cancel"" buttons to the screen."
ic (TileEntity),func_476_a,,func_187_a,addMapping,Adds a new two-way mapping between the class and its string name in both hashmaps.
ic (TileEntity),func_477_c,,func_185_c,createAndLoadEntity,Creates a new entity and loads its data from the specified NBT.
ic (TileEntity),func_478_g,,*,getBlockType,Gets the block type at the location of this entity (client-only).
ic (TileEntity),func_479_f,,*,getBlockMetadata,Returns block data at the location of this entity (client-only).
ic (TileEntity),func_480_a,,*,getDistanceFrom,Returns the square of the distance between this entity and the passed in coordinates.
ii (NetworkManager),*,bb (NetworkManager),func_744_d,getNumChunkDataPackets,Returns the number of chunk data packets waiting to be sent.,,DUPLICATE
ii (NetworkManager),*,bb (NetworkManager),func_752_c,serverShutdown,Server-only method to shut down the network.,,DUPLICATE
ii (NetworkManager),*,bb (NetworkManager),func_754_a,setNetHandler,Sets the NetHandler for this NetworkManager. Server-only.,,DUPLICATE
ii (NetworkManager),*,bb (NetworkManager),func_755_b,getRemoteAddress,Returns the socket address of the remote side. Server-only.,,DUPLICATE
ii (NetworkManager),func_963_f,bb (NetworkManager),func_748_f,getWriteThread,Returns the write thread.
ii (NetworkManager),func_964_b,bb (NetworkManager),func_746_e,sendPacket,"Sends a data packet if there is one to send, or sends a chunk data packet if there is one and the counter is up, or does nothing. If it sends a packet, it sleeps for 10ms."
ii (NetworkManager),func_965_d,bb (NetworkManager),func_749_d,sendNetworkPacket,Static accessor to sendPacket.
ii (NetworkManager),func_966_c,bb (NetworkManager),func_751_c,readNetworkPacket,Static accessor to readPacket.
ii (NetworkManager),func_967_a,bb (NetworkManager),func_747_a,processReadPackets,Checks timeouts and processes all pending read packets.
ii (NetworkManager),func_968_b,bb (NetworkManager),func_740_b,isServerTerminating,Is the server terminating? Client side aways returns false.
ii (NetworkManager),func_969_e,bb (NetworkManager),func_742_e,getReadThread,Returns the read thread.
ii (NetworkManager),func_970_a,bb (NetworkManager),func_750_a,onNetworkError,Used to report network errors and causes a network shutdown.
ii (NetworkManager),func_971_a,bb (NetworkManager),func_743_a,isRunning,Whether the network is operational.
ii (NetworkManager),func_972_a,bb (NetworkManager),func_745_a,addToSendQueue,Adds the packet to the correct send queue (chunk data packets go to a separate queue).
ii (NetworkManager),func_973_c,bb (NetworkManager),func_741_f,readPacket,"Reads a single packet from the input stream and adds it to the read queue. If no packet is read, it shuts down the network."
ii (NetworkManager),func_974_a,bb (NetworkManager),func_753_a,networkShutdown,"Shuts down the network with the specified reason. Closes all streams and sockets, spawns NetworkMasterThread to stop reading and writing threads."
ik,func_516_a,bc,func_419_a,generate
im (IWorldAccess),func_933_a,be (IWorldAccess),func_682_a,playRecord,"Plays the specified record. Arg: recordName, x, y, z"
im (IWorldAccess),func_939_a,be (IWorldAccess),func_687_a,spawnParticle,"Spawns a particle. Arg: particleType, x, y, z, velX, velY, velZ"
im (IWorldAccess),func_940_a,be (IWorldAccess),func_689_a,playSound,"Plays the specified sound. Arg: x, y, z, soundName, unknown1, unknown2"
,func_977_b,,*,startDrawingQuads,Sets draw mode in the tessellator to draw quads.
,func_978_a,,*,setColorRGBA,Sets the RGBA values for the color. Also clamps them to 0-255.
,func_979_a,,*,setColorOpaque,"Sets the RGB values as specified, and sets alpha to opaque."
,func_980_b,,*,setNormal,Sets the normal for the current draw call.
,func_981_a,,*,setTextureUV,Sets the texture coordinates.
,func_982_a,,*,draw,Draws the data set up in this tessellator and resets the state to prepare for new drawing.
,func_983_a,,*,addVertexWithUV,"Adds a vertex specifying both x,y,z and the texture u,v for it."
,func_984_b,,*,setTranslationD,Sets the translation for all vertices in the current draw call. (D suffix indicates double parameters)
,func_985_d,,*,reset,Clears the tessellator state in preparation for new drawing.
,func_986_a,,*,setColorRGBA_F,"Sets the RGBA values for the color, converting from floats between 0 and 1 to integers from 0-255."
,func_987_a,,*,setColorOpaque_F,"Sets the RGB values as specified, converting from floats between 0 and 1 to integers from 0-255."
,func_988_c,,*,setTranslationF,Sets the translation for all vertices in the current draw call. (F suffix indicates float parameters)
,func_989_c,,*,disableColor,Disables colors for the current draw call.
,func_990_b,,*,setColorOpaque_I,Sets the color to the given opaque value (stored as byte values packed in an integer).
,func_991_a,,*,addVertex,"Adds a vertex with the specified x,y,z to the current draw call. It will trigger a draw() if the buffer gets full."
,func_992_a,,*,startDrawing,Resets tessellator state and prepares for drawing (with the specified draw mode).
,func_6513_a,,*,setColorRGBA_I,Sets the color to the given color (packed as bytes in integer) and alpha values.
iy (ScaledResolution),func_902_b,,*,getScaledHeight
iy (ScaledResolution),func_903_a,,*,getScaledWidth
iz (BlockLeaves),func_310_a,,*,setGraphicsLevel,"Pass true to draw this block using fancy graphics, or false for fast graphics."
jd (EntityTNTPrimed),func_409_i,fw,func_178_b,explode
jf (NextTickListEntry),func_899_a,bv (NextTickListEntry),func_734_a,comparer,Compares this tick entry to another tick entry for sorting purposes. Compared first based on the scheduled time and second based on tickEntryID.
jf (NextTickListEntry),func_900_a,bv (NextTickListEntry),func_733_a,setScheduledTime,Sets the scheduled time for this tick entry
jq (GuiSelectWorld),func_586_d,,*,getWorldName,Returns the name of the selected world.
kd (FontRenderer),func_871_a,,*,getStringWidth,Returns the width of this string. Equivalent of FontMetrics.stringWidth(String s).
kd (FontRenderer),func_872_a,,*,renderString,The actual rendering takes place here.
kd (FontRenderer),func_873_b,,*,drawString,Draws the specified string.
kd (FontRenderer),func_874_a,,*,drawStringWithShadow,Draws the specified string with a drop shadow.
kh (Entity),func_347_a,dj (Entity),func_86_a,setPosition,"Sets the x,y,z of the entity from the given parameters. Also seems to set up a bounding box."
kh (Entity),func_348_f,dj (Entity),func_87_f,addVelocity,"Adds to the current velocity of the entity. Args: x, y, z"
kh (Entity),func_349_c,dj (Entity),func_88_c,moveEntity,"Tries to moves the entity by the passed in displacement. Args: x, y, z"
kh (Entity),func_352_a,dj (Entity),func_97_a,writeEntityToNBT,(abstract) Protected helper method to write subclass entity data to NBT.
kh (Entity),func_353_a,dj (Entity),func_122_m,interact,"Called when a player interacts with a mob. e.g. gets milk from a cow, gets into the saddle on a pig."
kh (Entity),func_357_b,dj (Entity),func_99_b,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
kh (Entity),func_360_d,dj (Entity),func_101_d,getDistanceSq,"Gets the squared distance to the position. Args: x, y, z"
kh (Entity),func_361_e,dj (Entity),func_103_e,getDistance,"Gets the distance to the position. Args: x, y, z"
kh (Entity),func_363_d,dj (Entity),func_98_d,writeToNBT,Save the entity to NBT (calls an abstract helper method to write extra data)
kh (Entity),func_367_b,dj (Entity),func_128_a,dropItem,"Drops an item stack at the entity's position. Args: itemID, count"
kh (Entity),func_368_e,dj (Entity),func_100_e,readFromNBT,Reads the entity from NBT (calls an abstract helper method to read specialized data)
kh (Entity),func_370_e_,dj (Entity),func_106_b_,onUpdate,Called to update the entity's position/logic.,,--
kh (Entity),func_371_a,dj (Entity),func_113_a,setSize,"Sets the width and height of the entity. Args: width, height"
kh (Entity),func_376_c,dj (Entity),func_6096_b,setRotation,Sets the rotation of the entity
kh (Entity),func_378_a,*,*,setPositionAndRotation2,"Sets the position and rotation. Only difference from the other one is no bounding on the rotation. Args: posX, posY, posZ, yaw, pitch"
kh (Entity),func_379_d,dj (Entity),func_94_a,getDistanceToEntity,Returns the distance to the entity. Args: entity
kh (Entity),func_380_f,dj (Entity),func_92_c,applyEntityCollision,Applies a velocity to each of the entities pushing them away from each other. Args: entity
kh (Entity),func_382_a,dj (Entity),func_108_b,getEntityBrightness,Gets how bright this entity is.
kh (Entity),func_386_g,*,*,mountEntity,"Called when a player mounts an entity. e.g. mounts a pig, mounts a boat.",,--
kh (Entity),func_387_e,dj (Entity),func_102_b,getDistanceSqToEntity,Returns the squared distance to the entity. Args: entity
kh (Entity),func_393_a,dj (Entity),func_110_a,isInsideOfMaterial,Checks if the current block the entity is within of the specified material type
kh (Entity),func_394_a,dj (Entity),func_123_a,dropItemWithOffset,"Drops an item stack with a specified y offset. Args: itemID, count, yOffset"
kh (Entity),func_395_F,dj (Entity),func_118_j,setEntityDead,Will get destroyed next tick
kh (Entity),func_396_a,dj (Entity),func_121_a,attackEntity,Called when the entity is attacked.
kh (Entity),func_397_g_,dj (Entity),func_119_o,handleWaterMovement,Returns if this entity is in water and will end up adding the waters velocity to the entity
kh (Entity),func_398_a,*,*,setWorld,Sets the reference to the World object.
kh (Entity),func_399_b,dj (Entity),func_6095_b,setPositionAndRotation,"Sets the entity's position and rotation. Args: posX, posY, posZ, yaw, pitch"
kh (Entity),func_400_c,dj (Entity),func_114_a,fall,Called when the mob is falling. Calculates and applies fall damage.
kh (Entity),func_6375_a,*,*,setVelocity,"Sets the velocity to the args. Args: x, y, z"
kh (Entity),func_6378_b,dj (Entity),func_6093_b,onCollideWithPlayer,Called by a player entity when they collide with an entity
ki (NBTTagList),func_740_c,*,func_387_b,tagCount,Returns the number of tags in the list.
ki (NBTTagList),func_741_a,*,func_388_a,tagAt,Retrieves the tag at the specified index from the list.
ki (NBTTagList),func_742_a,*,func_386_a,setTag,Adds the provided tag to the end of the list. There is no check to verify this tag is of the same type as any previous tag.
lb (NetHandler),func_819_a,ej (NetHandler),func_24_a,handlePlace
lb (NetHandler),func_820_a,ej (NetHandler),func_10_a,handleNamedEntitySpawn
lb (NetHandler),func_821_a,ej (NetHandler),func_26_a,handleBlockDig
lb (NetHandler),func_822_a,ej (NetHandler),func_12_a,handleBlockChange
lb (NetHandler),func_823_a,ej (NetHandler),func_6_a,handleErrorMessage
lb (NetHandler),func_824_a,ej (NetHandler),func_13_a,handleMultiBlockChange
lb (NetHandler),func_825_a,ej (NetHandler),func_3_a,handleArmAnimation
lb (NetHandler),func_826_a,ej (NetHandler),func_29_a,handlePreChunk
lb (NetHandler),func_827_a,ej (NetHandler),func_30_a,handleEntity
lb (NetHandler),func_828_a,ej (NetHandler),func_27_a,handleMobSpawn
lb (NetHandler),func_829_a,ej (NetHandler),func_5_a,handleEntityTeleport
lb (NetHandler),func_830_a,ej (NetHandler),func_17_a,handleAddToInventory
lb (NetHandler),func_831_a,ej (NetHandler),func_23_a,handleChat
lb (NetHandler),func_832_a,ej (NetHandler),func_14_a,handlePickupSpawn
lb (NetHandler),func_833_a,ej (NetHandler),func_4_a,handleMapChunk
lb (NetHandler),func_834_a,ej (NetHandler),func_28_a,handleCollect
lb (NetHandler),func_835_a,ej (NetHandler),func_20_a,handleVehicleSpawn
lb (NetHandler),func_836_a,ej (NetHandler),func_21_a,handleUnexpected
lb (NetHandler),func_837_a,ej (NetHandler),func_18_a,handleFlying
lb (NetHandler),func_838_a,ej (NetHandler),func_19_a,handleHandshake
lb (NetHandler),func_839_a,ej (NetHandler),func_8_a,handleDestroyEntity
lb (NetHandler),func_840_a,ej (NetHandler),func_22_a,handleLogin
lb (NetHandler),func_841_a,ej (NetHandler),func_11_a,handleBlockItemSwitch
lb (NetHandler),func_842_a,ej (NetHandler),func_9_a,handleComplexEntity
lb (NetHandler),func_843_a,ej (NetHandler),func_16_a,handlePlayerInventory
lb (NetHandler),func_844_a,ej (NetHandler),func_7_a,handleKickDisconnect
lb (NetHandler),func_845_a,ej (NetHandler),func_15_a,handleSpawnPosition
lb (NetHandler),func_846_a,ej (NetHandler),func_25_a,handleUpdateTime
lm (Gui),func_547_b,*,*,drawString,Renders the specified text to the screen.
lm (Gui),func_548_a,*,*,drawCenteredString,"Renders the specified text to the screen, center-aligned."
lu (GuiIngame),func_557_a,*,*,renderGameOverlay,"Render the ingame overlay with quick icon bar, ..."
ly (Block),func_207_d,*,*,colorMultiplier,Returns a integer with hex for 0xrrggbb with this color multiplied against the blocks color. Note only called when first determining what to render.
ly (Block),func_208_a,*,func_221_a,updateTick,Ticks the block if it's been scheduled
ly (Block),func_209_d,*,func_225_d,canProvidePower,Can this block provide power. Only wire currently seems to have this change based on its state.
ly (Block),func_210_f,*,*,getRenderType,The type of render function that is called for this block
ly (Block),func_211_a,*,*,getBlockTexture,"Retrieves the block texture to use based on the display side. Args: iBlockAccess, x, y, z, side"
ly (Block),func_212_i,*,func_261_f,unusedMethod,Only used to fill an unused field
ly (Block),func_213_a,*,func_229_a,setBlockBounds,"Sets the bounds of the block.  minX, minY, minZ, maxX, maxY, maxZ",,--
ly (Block),func_214_b,*,func_242_b,onBlockRemoval,Called whenever the block is removed.
ly (Block),func_216_a,*,func_227_a,dropBlockAsItemWithChance,Drops the block items with a specified chance of dropping the specified items
ly (Block),func_256_d,*,func_258_c,setLightOpacity,Sets how much light is blocked going through this block. Returns the object for convenience in constructing.
ly (Block),func_215_a,*,func_224_a,setLightValue,Sets the amount of light emitted by a block from 0.0f to 1.0f (converts internally to 0-15). Returns the object for convenience in constructing.
ly (Block),func_217_b,*,func_240_b,allowsAttachment,"Can a block attach to this one?  Checked by torches, redstone wire, buttons, etc"
ly (Block),func_218_a,*,func_241_a,getBlockTextureFromSide,Returns the block texture based on the side being looked at.  Args: side
ly (Block),func_219_a,*,func_232_b,setHardness,Sets the amount of damage required to break a block of this type. Returns the object for convenience in constructing.
ly (Block),func_221_d,*,func_248_d,getCollisionBoundingBoxFromPool,Returns a bounding box from the pool of bounding boxes (this means this box can change after the pool has been cleared to be reused)
ly (Block),func_223_g,*,func_220_f,canBlockStay,Can this block stay at this position.  Similar to canPlaceBlockAt except gets checked often with plants.
ly (Block),func_224_a,*,func_243_a,canCollideCheck,"Returns whether this block is collideable based on the arguments passed in Args: blockMetaData, unknownFlag"
ly (Block),func_228_c,*,func_238_d,isIndirectlyPoweringTo,Is this block indirectly powering the block on the specified side
ly (Block),func_229_a,*,func_244_a,quantityDropped,Returns the quantity of items to drop on block destruction.
ly (Block),func_230_a,*,func_264_a,getCollidingBoundingBoxes,"Adds to the supplied array any colliding bounding boxes with the passed in bounding box. Args: world, x, y, z, axisAlignedBB, arrayList"
ly (Block),func_231_b,*,func_239_b,isPoweringTo,Is this block powering the block on the specified side
ly (Block),func_232_a,*,*,getBlockTextureFromSideAndMetadata,"From the specified side and block metadata retrieves the blocks texture. Args: side, metadata"
ly (Block),func_233_b,*,func_235_b,onBlockClicked,"Called when the block is clicked by a player. Args: x, y, z, entityPlayer"
ly (Block),func_235_e,*,func_250_e,onBlockAdded,"Called whenever the block is added into the world. Args: world, x, y, z"
ly (Block),func_240_a,*,func_252_a,idDropped,Returns the ID of the items to drop on destruction.
ly (Block),func_250_a,*,func_246_a,blockActivated,"Called upon block activation (left or right click on the block.). The three integers represent x,y,z of the block."
ly (Block),func_246_f,*,*,getSelectedBoundingBoxFromPool,Returns the bounding box of the wired rectangular prism to render.
ly (Block),func_247_b,*,*,randomDisplayTick,A randomly called display update to be able to add particles or other items for display
ly (Block),func_226_a,*,func_234_b,onNeighborBlockChange,"Lets the block know when one of its neighbor changes. Doesn't know which neighbor changed (coordinates passed are their own) Args: x, y, z, blockID"
ly (Block),func_236_b,*,func_263_a,onEntityCollidedWithBlock,"Triggered whenever an entity collides with this block (enters into the block). Args: world, x, y, z, entity"
ly (Block),func_238_a,*,func_233_a,setBlockBoundsBasedOnState,"Updates the blocks bounds based on its current state. Args: world, x, y, z"
ly (Block),func_241_c,*,*,getBlockBrightness,"How bright to render this block based on the light its receiving. Args: iBlockAccess, x, y, z"
ly (Block),func_242_c,*,*,renderAsNormalBlock,"If this block doesn't render as an ordinary block it will return False (examples: signs, buttons, stairs, etc)"
ly (Block),func_243_a,*,func_259_a,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
ly (Block),func_244_a,*,func_223_a,isVecInsideYZBounds,Checks if a vector is within the Y and Z bounds of the block. 
ly (Block),func_245_h,*,func_245_e,isCollidable,"Returns if this block is collidable (only used by Fire). Args: x, y, z"
ly (Block),func_249_b,*,func_228_b,isVecInsideXZBounds,Checks if a vector is within the X and Z bounds of the block. 
ly (Block),func_251_c,*,func_236_c,isVecInsideXYBounds,Checks if a vector is within the X and Y bounds of the block. 
ly (Block),func_252_b,*,func_251_a,onBlockDestroyedByPlayer,"Called right before the block is destroyed by a player.  Args: world, x, y, z, metaData"
ly (Block),func_253_b,*,func_231_a,setTickOnLoad,Sets whether this block type will tick on loading the block or not
ly (Block),func_254_a,*,func_249_b,onEntityWalking,"Called whenever an entity is walking on top of this block. Args: world, x, y, z, entity"
ly (Block),func_255_a,*,func_262_a,collisionRayTrace,"Ray traces through the blocks collision from start vector to end vector returning a ray trace hit. Args: world, x, y, z, startVec, endVec"
ly (Block),func_257_a,*,func_230_a,velocityToAddToEntity,"Can add to the passed in vector for a movement vector to be applied to the entity. Args: x, y, z, entity, vec3d"
ly (Block),func_258_d,*,func_255_c,onBlockPlaced,"Called when a block is placed using an item. Used often for taking the facing and figuring out how to position the item. Args: x, y, z, facing"
ly (Block),func_259_b_,*,func_247_a_,dropBlockAsItem,Drops the specified block items
ly (Block),func_260_c,*,func_253_a,isSideInsideCoordinate,"Checks to see if the side is within the normal 1 meter cube (if its on the edge its not considered inside).  If an invalid side is given it returns instead the not of allowing attachment (note not actually used in code). Args: blockAccess, x, y, z, side"
ly (Block),func_4024_a,*,func_256_a,setStepSound,Sets the footstep sound for the block. Returns the object for convenience in constructing.
ly (Block),func_4025_d,*,func_4028_b,tickRate,How many world ticks before ticking
ly (Block),func_4026_a,*,func_4027_a,onBlockPlacedBy,"Called when a block is using an item and passed in who placed it. Args: x, y, z, entityLiving"
ly (Block),func_4027_c,*,func_4029_c,onBlockDestroyedByExplosion,Called upon the block being destroyed by an explosion
lz (ChunkProviderClient),func_537_a,ij (ChunkProviderServer),func_365_a,chunkExists,"Checks to see if a chunk exists at x, y"
mm (SlotInventory),func_781_a,*,*,isAtCursorPos,Return True if the cursor position passed as argument is inside the slot.
mn (GuiConnecting),func_581_a,*,*,isCancelled,"Returns true if the connection attempt has been cancelled, false otherwise."
mn (GuiConnecting),func_582_a,*,*,setNetClientHandler,Sets the NetClientHandler.
mn (GuiConnecting),func_583_b,*,*,getNetClientHandler,Gets the NetClientHandler.
mq (BlockFlower),func_269_b,*,func_277_b,canThisPlantGrowOnThisBlockID,Gets passed in the blockID of the block below and supposed to return true if its allowed to grow on the type of blockID passed in. Args: blockID
mu (NibbleArray),func_769_a,*,func_560_a,isValid,Returns if the byte array is null or not.
mu (NibbleArray),func_770_a,*,func_561_a,setNibble,Sets the nibble of data at i << 11 | k << 7 | j to l.
mu (NibbleArray),func_771_a,*,func_562_a,getNibble,"Returns the nibble of data corresponding to the passed in i,j,k. j is at most 6 bits, k is at most 4. "
,func_549_a,*,*,drawGradientRect,Draws a rectangle with a vertical gradient between the specified colors.
,func_550_b,*,*,drawTexturedModalRect,Draws a textured rectangle at the stored z-value.
,func_551_a,*,*,drawRect,Draws a solid color rectangle with the specified coordinates and color.
mx (HashEntry),func_767_b,*,*,getValue,Returns the object stored in this entry
mx (HashEntry),func_768_a,*,*,getHash,Returns the hash code for this entry
net/minecraft/client/Minecraft,func_106_b,*,*,getDataFolder,Gets the minecraft directory.
net/minecraft/client/Minecraft,func_109_d,*,*,shutdown,"Called when the window is closing. Sets ""running"" to false which allows the game loop to exit cleanly."
net/minecraft/client/Minecraft,func_110_a,*,*,handleException,Creates a new crash report and displays it in the main window.
net/minecraft/client/Minecraft,func_112_q,*,*,getOs
net/minecraft/client/Minecraft,func_115_a,*,*,resize,Called to resize the current screen.
net/minecraft/client/Minecraft,func_116_c,*,*,checkGLError,"Checks for an OpenGL error. If there is one, prints the error ID and error string."
net/minecraft/client/Minecraft,func_124_j,*,*,isMultiplayerWorld,"Checks if the current world is a multiplayer world, returns true if it is, false otherwise."
